"","latitude","longitude","V1","V2","V3","V4","V5","V6","V7","V8"
"1",47.4,0.683333,1e-05,0.888993,1e-05,1.4e-05,0.101286,1e-05,0.009667,1e-05
"2",48.5167,-4.06667,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"3",48.5167,-4.06667,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"4",47.35,3.93333,1e-05,0.71695,1e-05,1e-05,0.28299,1e-05,1e-05,1e-05
"5",44.65,-1.16667,0.351254,0.437114,1e-05,0.130215,1e-05,0.008499,0.072888,1e-05
"6",46.6667,4.11667,1e-05,0.670174,0.093524,1e-05,0.219522,0.016741,1e-05,1e-05
"7",46.6667,4.11667,1e-05,0.78047,0.032335,1e-05,0.187146,1e-05,1e-05,1e-05
"8",49.3667,16.2667,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05
"9",49.4211,16.3497,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05
"10",49.4112,16.2815,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05
"11",49.403,16.232,1e-05,1e-05,1e-05,1e-05,0.98112,1e-05,1e-05,0.01882
"12",47,15.5,0.018648,1e-05,1e-05,1e-05,0.981292,1e-05,1e-05,1e-05
"13",40.8313,-87.735,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"14",40.8313,-87.735,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"15",40.8313,-87.735,1e-05,1e-05,1.1e-05,1e-05,1e-05,0.999929,1e-05,1e-05
"16",40.8313,-87.735,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"17",40.8313,-87.735,1.2e-05,1e-05,1e-05,1e-05,1e-05,0.999928,1e-05,1e-05
"18",40.8313,-87.735,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"19",40.9076,-73.2089,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"20",40.9076,-73.2089,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"21",40.7777,-72.9069,0.152519,0.756452,1e-05,0.042957,1e-05,0.048032,1e-05,1e-05
"22",40.7777,-72.9069,0.128441,0.861473,1e-05,1e-05,1e-05,0.010036,1e-05,1e-05
"23",40.9447,-72.8615,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"24",40.9447,-72.8615,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"25",40.9064,-73.1493,1e-05,1e-05,1e-05,1e-05,1.9e-05,0.999921,1e-05,1e-05
"26",40.9064,-73.1493,1e-05,1.9e-05,1e-05,1e-05,1e-05,0.999921,1e-05,1e-05
"27",40.9352,-73.114,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"28",40.9352,-73.114,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"29",42.3,74.3667,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993
"30",42.1833,73.4,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993
"31",42.5833,73.6333,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993
"32",42.8,76.35,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993
"33",37.35,72.4667,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993
"34",37.9169,-84.4639,0.23794,0.483978,0.036766,0.031864,0.132862,0.074548,1e-05,0.002031
"35",41.7976,-86.6691,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"36",41.7976,-86.6691,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"37",41.8266,-86.4366,1e-05,1.1e-05,1e-05,1e-05,1e-05,0.999929,1e-05,1e-05
"38",41.8266,-86.4366,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"39",41.8266,-86.4366,1e-05,0.362133,1e-05,1e-05,1e-05,0.637807,1e-05,1e-05
"40",41.8972,-71.4378,0.038544,0.338711,0.013539,1e-05,0.6005,0.008676,1e-05,1e-05
"41",42.3634,-71.1445,1e-05,0.775812,1e-05,1e-05,1e-05,0.224128,1e-05,1e-05
"42",55.3833,14.05,0.750713,0.197096,1e-05,0.04175,0.010155,0.000257,1e-05,1e-05
"43",55.3833,14.05,0.789144,0.027957,1e-05,0.028466,0.1486,0.005803,1e-05,1e-05
"44",55.3833,14.05,0.725196,0.094557,1e-05,0.065466,0.097623,0.017129,1e-05,1e-05
"45",55.3833,14.05,0.725239,0.005794,1e-05,0.059334,0.167381,0.042222,1e-05,1e-05
"46",55.3833,14.05,0.769074,0.142696,1e-05,0.068848,1e-05,0.019342,1e-05,1e-05
"47",55.7167,14.1333,0.664265,0.094948,1e-05,0.036334,0.181545,0.022878,1e-05,1e-05
"48",55.7167,14.1333,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"49",55.7167,14.1333,0.661768,0.050288,1e-05,1e-05,0.287894,1e-05,1e-05,1e-05
"50",55.7167,14.1333,0.73375,0.002047,1e-05,0.015346,0.24849,0.000337,1e-05,1e-05
"51",55.7167,14.1333,0.690388,0.014262,1e-05,0.018481,0.276828,1e-05,1e-05,1e-05
"52",56.7,16.5167,0.543756,0.118835,1e-05,0.160068,0.147901,0.022575,1e-05,0.006846
"53",56.7,16.5167,0.506124,0.091575,1e-05,0.188145,0.198906,0.015221,1e-05,1e-05
"54",59.4333,17.0167,0.253203,0.039396,1e-05,0.630701,0.076661,1e-05,1e-05,1e-05
"55",59.4333,17.0167,0.281836,0.03763,1e-05,0.547341,0.133154,1e-05,1e-05,1e-05
"56",59.5667,16.8667,0.338245,0.066866,1.5e-05,0.442959,0.109727,0.042169,1e-05,1e-05
"57",59.5667,16.8667,0.345873,0.011531,0.001692,0.452429,0.117459,0.040925,0.008021,0.02207
"58",63.0833,18.3667,1e-05,1e-05,1e-05,0.960296,1e-05,1e-05,1e-05,0.039644
"59",41.9,-86.583,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"60",41.9,-86.583,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"61",43.3431,-86.4045,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"62",43.3431,-86.4045,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"63",41.879,-86.607,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"64",41.879,-86.607,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"65",42.405,-85.398,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"66",42.405,-85.398,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"67",42.184,-86.358,1e-05,1e-05,1.4e-05,1e-05,1e-05,0.999926,1e-05,1e-05
"68",42.184,-86.358,1e-05,1e-05,1.6e-05,1e-05,1.6e-05,0.999918,1e-05,1e-05
"69",41.847,-86.67,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"70",41.847,-86.67,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"71",41.8,-86.67,1e-05,1.2e-05,1e-05,1e-05,1e-05,0.999928,1e-05,1e-05
"72",41.8,-86.67,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"73",42.051,-86.509,0.026175,0.297437,1e-05,1e-05,0.145157,0.531191,1e-05,1e-05
"74",42.051,-86.509,1e-05,1e-05,1e-05,1e-05,2e-05,0.99992,1e-05,1e-05
"75",42.051,-86.509,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"76",43.595,-86.2657,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"77",43.595,-86.2657,1e-05,0.032393,1e-05,1e-05,0.047389,0.920168,1e-05,1e-05
"78",43.595,-86.2657,0.002164,0.265398,1e-05,1e-05,1e-05,0.718888,1e-05,0.01351
"79",43.595,-86.2657,1e-05,0.224768,1e-05,0.008422,0.099525,0.66694,0.000315,1e-05
"80",43.5139,-86.1859,1e-05,1e-05,1e-05,1e-05,0.052068,1e-05,1e-05,0.947872
"81",43.5251,-86.1843,0.013761,0.080837,1e-05,0.016146,0.288921,0.46801,1e-05,0.132305
"82",43.5251,-86.1843,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"83",43.5251,-86.1843,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"84",43.5187,-86.1739,0.030333,0.168502,0.005003,1e-05,0.264526,0.449299,1e-05,0.082317
"85",43.5356,-86.1788,0.140573,0.261155,0.039881,0.008369,0.340673,0.008343,1e-05,0.200997
"86",43.5356,-86.1788,1e-05,1.2e-05,1e-05,1e-05,1e-05,0.999928,1e-05,1e-05
"87",42.166,-86.412,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"88",42.166,-86.412,1e-05,1e-05,1e-05,1e-05,1.6e-05,0.999924,1e-05,1e-05
"89",42.166,-86.412,1e-05,0.252676,1e-05,1e-05,1e-05,0.747264,1e-05,1e-05
"90",43.2483,-86.3368,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"91",43.2483,-86.3368,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"92",43.2749,-86.0891,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"93",43.2749,-86.0891,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"94",43.2749,-86.0891,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"95",42.148,-86.431,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"96",42.148,-86.431,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"97",42.148,-86.431,0.042884,0.505853,1e-05,0.016058,0.31786,0.117314,1e-05,1e-05
"98",43.7623,-86.3929,1e-05,1e-05,1.6e-05,1e-05,1e-05,0.999924,1e-05,1e-05
"99",43.7623,-86.3929,0.055666,1e-05,1e-05,0.010828,0.560388,0.024597,1e-05,0.348492
"100",43.7623,-86.3929,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"101",42.184,-86.382,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"102",42.184,-86.382,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"103",43.665,-86.496,1e-05,0.672197,1e-05,1e-05,1e-05,0.327743,1e-05,1e-05
"104",43.665,-86.496,1e-05,0.457153,1e-05,1e-05,1e-05,0.542787,1e-05,1e-05
"105",43.665,-86.496,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"106",43.665,-86.496,1e-05,1.4e-05,1e-05,1e-05,1e-05,0.999926,1e-05,1e-05
"107",42.03,-86.514,1e-05,0.841921,1e-05,1e-05,0.144601,0.013428,1e-05,1e-05
"108",41.865,-86.646,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"109",41.865,-86.646,1e-05,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05
"110",50.4,-4.9,1e-05,0.934548,1e-05,0.046432,1e-05,0.01897,1e-05,1e-05
"111",50.4,-4.9,0.184265,0.72753,1e-05,0.004264,1e-05,0.046551,1e-05,0.037361
"112",50.4,-4.9,1e-05,0.993433,1e-05,0.006507,1e-05,1e-05,1e-05,1e-05
"113",50.4,-4.9,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"114",50.3,-4.9,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"115",50.3,-4.9,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"116",50.3,-4.8,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"117",50.4,-4.7,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"118",50.5,-4.5,0.121173,0.790181,1e-05,0.030315,1e-05,0.011026,0.010503,0.036782
"119",51.3,0.5,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"120",51.3,0.5,0.094627,0.232969,1e-05,1e-05,0.600506,0.001929,1e-05,0.069938
"121",52.2,-1.7,0.151117,0.709574,1e-05,0.057107,0.013208,0.06484,0.004134,1e-05
"122",51.3,0.4,0.211887,0.742615,1e-05,0.019328,0.023951,0.002189,1e-05,1e-05
"123",51.2,0.3,0.173436,0.706811,0.019007,0.010963,0.069533,0.000949,1e-05,0.019292
"124",51.2,0.4,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"125",51.2,0.3,1e-05,0.997735,1e-05,1e-05,0.002205,1e-05,1e-05,1e-05
"126",51.1,0.6,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"127",51.3,1.1,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"128",51.3,1.1,0.085774,0.864045,1e-05,0.017912,1e-05,0.032229,1e-05,1e-05
"129",51.1,0.4,0.170943,0.800665,1e-05,1e-05,1e-05,0.017366,1e-05,0.010986
"130",54.5,-3,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"131",54.4,-3,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"132",54.6,-3.3,0.03424,0.188277,1e-05,1e-05,0.724783,1e-05,1e-05,0.052659
"133",54.7,-3.4,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"134",54.4,-2.9,0.006937,0.991012,1e-05,1e-05,1e-05,0.002001,1e-05,1e-05
"135",54.4,-2.9,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"136",54.6,-3.2,1e-05,0.997713,1e-05,1e-05,0.002227,1e-05,1e-05,1e-05
"137",57,-3.4,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"138",53.3,-1.6,0.215473,0.541364,1e-05,0.189149,1e-05,0.050931,0.003052,1e-05
"139",51.3,1.1,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"140",56.6,-4.1,0.296014,0.61792,1e-05,0.050202,1e-05,0.035824,1e-05,1e-05
"141",56,-4.4,0.187779,0.547253,1e-05,1e-05,0.195539,0.064488,1e-05,0.00491
"142",54.6,-2.3,0.436294,0.216274,1e-05,1e-05,0.347382,1e-05,1e-05,1e-05
"143",54.1,-1.5,0.231276,0.735729,1e-05,0.03188,1e-05,0.001076,1e-05,1e-05
"144",54.1,-2.3,1e-05,0.463757,1e-05,1e-05,0.536183,1e-05,1e-05,1e-05
"145",52.9,-1.3,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"146",51,-3.1,0.084695,0.915245,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"147",56.4,-5.2,0.173452,0.408795,1e-05,0.327857,1e-05,1e-05,0.089856,1e-05
"148",53.1,-3.3,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"149",57.4,-5.5,0.039931,0.573283,1e-05,1e-05,0.370435,0.016311,1e-05,1e-05
"150",52.9,-3.1,0.04202,0.868635,1e-05,1e-05,0.058312,0.030993,1e-05,1e-05
"151",56.7333,-5.98333,0.421592,0.147309,1e-05,0.365547,1e-05,0.036639,0.028884,1e-05
"152",56.3333,15.9667,0.522552,0.077508,1e-05,0.019543,0.370479,1e-05,1e-05,0.009888
"153",56.3333,15.9667,0.6882,0.053059,1e-05,0.059977,0.162342,0.004218,1e-05,0.032185
"154",56.3333,15.9667,0.86358,0.023027,1e-05,0.084191,0.00347,0.025702,1e-05,1e-05
"155",55.86,13.51,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"156",49.4013,16.2326,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05
"157",63.0167,17.4914,1e-05,1.3e-05,1e-05,0.999927,1e-05,1e-05,1e-05,1e-05
"158",62.6814,18.0165,0.089112,1e-05,1e-05,0.831818,0.054268,0.024762,1e-05,1e-05
"159",55.76,14.12,0.679994,1e-05,1e-05,0.053168,0.266788,1e-05,1e-05,1e-05
"160",55.76,14.12,0.622874,1e-05,1e-05,0.039653,0.337423,1e-05,1e-05,1e-05
"161",49.4112,16.2815,1e-05,1e-05,1e-05,1.1e-05,0.999929,1e-05,1e-05,1e-05
"162",49.4112,16.2815,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05
"163",49.4112,16.2815,1e-05,1e-05,1e-05,1e-05,0.999928,1.2e-05,1e-05,1e-05
"164",49.4112,16.2815,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05
"165",49.4112,16.2815,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05
"166",49.4112,16.2815,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05
"167",49.4112,16.2815,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05
"168",49.4112,16.2815,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05
"169",49.1,16.2,1e-05,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05
"170",62.877,18.177,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05
"171",62.877,18.177,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05
"172",62.877,18.177,1e-05,1e-05,1.4e-05,0.999926,1e-05,1e-05,1e-05,1e-05
"173",62.877,18.177,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05
"174",62.877,18.177,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05
"175",62.9,18.4,1e-05,1e-05,1e-05,0.973875,1e-05,1e-05,1e-05,0.026065
"176",62.9,18.4,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05
"177",56.06,14.29,0.662172,0.167925,1e-05,1e-05,0.163293,0.00657,1e-05,1e-05
"178",56.06,14.29,0.645947,0.128278,1e-05,1e-05,0.225725,1e-05,1e-05,1e-05
"179",56.06,14.29,0.706071,0.049447,1e-05,1e-05,0.244432,1e-05,1e-05,1e-05
"180",56.06,14.29,0.714206,0.101885,1e-05,1e-05,0.183619,0.00025,1e-05,1e-05
"181",55.7509,13.3712,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"182",55.7509,13.3712,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"183",62.6437,17.7339,0.043991,1e-05,1e-05,0.947377,0.008582,1e-05,1e-05,1e-05
"184",62.806,18.1896,0.150265,0.019913,1e-05,0.829773,1e-05,1e-05,1e-05,1e-05
"185",56.1,13.74,0.970532,1e-05,1e-05,1e-05,1e-05,0.029408,1e-05,1e-05
"186",56.1,13.74,0.893825,0.020044,1e-05,1e-05,0.086081,1e-05,1e-05,1e-05
"187",56.1,13.74,0.776395,0.094339,1e-05,1e-05,0.106427,0.022799,1e-05,1e-05
"188",56.1,13.74,0.932113,0.05742,1e-05,1e-05,1e-05,0.010417,1e-05,1e-05
"189",56.1,13.74,0.480196,0.057203,1e-05,1e-05,0.427652,0.004965,1e-05,0.029954
"190",55.66,13.4,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"191",56.0328,14.775,0.459861,0.104261,1e-05,1e-05,0.318296,0.030564,1e-05,0.086988
"192",56.09,13.9,0.188619,0.033529,1e-05,0.012443,0.739058,0.026321,1e-05,1e-05
"193",62.801,18.079,1e-05,1e-05,1e-05,0.970746,0.029194,1e-05,1e-05,1e-05
"194",62.801,18.079,0.012174,1e-05,1e-05,0.987189,0.000587,1e-05,1e-05,1e-05
"195",62.9513,18.2763,1.6e-05,1.7e-05,1e-05,0.999913,1.3e-05,1e-05,1e-05,1e-05
"196",62.9513,18.2763,1.6e-05,1e-05,1e-05,0.999924,1e-05,1e-05,1e-05,1e-05
"197",62.9308,18.3448,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05
"198",62.9308,18.3448,1e-05,1e-05,1e-05,0.99993,1e-05,1e-05,1e-05,1e-05
"199",56.1481,15.8155,0.596089,0.175739,1e-05,0.009901,0.179094,0.009117,1e-05,0.03004
"200",56.4573,16.1308,0.643349,0.112836,1e-05,0.129426,0.096959,0.0174,1e-05,1e-05
"201",55.6942,13.4504,0.68233,0.08321,1e-05,1e-05,0.23441,1e-05,1e-05,1e-05
"202",55.6942,13.4504,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"203",55.7097,13.2145,0.782588,1e-05,1e-05,0.014523,0.190474,0.012375,1e-05,1e-05
"204",58.9,11.2,0.361454,0.179762,0.064844,0.371545,1e-05,0.022365,1e-05,1e-05
"205",56.4666,16.1284,0.707769,0.08842,1e-05,0.04979,0.121804,0.032187,1e-05,1e-05
"206",56.4666,16.1284,0.682589,0.074228,1e-05,0.030528,0.203081,0.009543,1e-05,1e-05
"207",55.6525,13.2197,0.743424,1e-05,1e-05,1e-05,0.256516,1e-05,1e-05,1e-05
"208",55.6525,13.215,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"209",55.6514,13.2233,0.880166,0.078216,1e-05,1e-05,0.041568,1e-05,1e-05,1e-05
"210",55.6494,13.2147,0.706577,0.145978,1e-05,0.016763,0.129577,0.001074,1e-05,1e-05
"211",55.6486,13.2161,0.90353,1e-05,1e-05,1e-05,0.09641,1e-05,1e-05,1e-05
"212",55.6472,13.2225,0.818487,1e-05,1e-05,1e-05,0.181453,1e-05,1e-05,1e-05
"213",55.6481,13.2264,0.898488,1e-05,1e-05,1e-05,0.101452,1e-05,1e-05,1e-05
"214",55.6561,13.2178,0.634215,0.128042,1e-05,0.046515,0.155985,0.035212,1e-05,1e-05
"215",55.6575,13.2386,0.720926,0.172925,1e-05,0.033196,0.051676,0.021246,1e-05,1e-05
"216",55.6,13.2,0.904033,1e-05,1e-05,1e-05,0.095907,1e-05,1e-05,1e-05
"217",55.6,13.2,0.804896,0.124496,1e-05,0.017773,0.046784,1e-05,1e-05,0.00602
"218",55.6,13.2,0.777634,0.049635,1e-05,1e-05,0.162893,0.009798,1e-05,1e-05
"219",55.7,13.2,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"220",55.7967,13.1211,0.578508,0.115723,1e-05,0.034655,0.271073,1e-05,1e-05,1e-05
"221",55.7931,13.1186,0.966326,1e-05,1e-05,1e-05,0.018272,0.014911,1e-05,0.000452
"222",55.7942,13.1222,0.892057,1e-05,1e-05,1e-05,0.107883,1e-05,1e-05,1e-05
"223",55.7989,13.1206,0.092946,0.857072,1e-05,0.041559,1e-05,0.008383,1e-05,1e-05
"224",55.7936,13.1233,0.805387,1e-05,1e-05,1e-05,0.170712,0.02385,1e-05,1e-05
"225",55.7989,13.1219,0.894401,1e-05,1e-05,0.003819,0.10173,1e-05,1e-05,1e-05
"226",55.7967,13.1044,0.754707,1e-05,1e-05,0.002175,0.207069,0.036009,1e-05,1e-05
"227",55.8078,13.1028,0.910958,0.026072,1e-05,1e-05,0.055183,0.007746,1e-05,1e-05
"228",55.8097,13.1342,0.99993,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
