"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",1e-05,0.116589,0.518458,1e-05,1e-05,0.364863,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"2",1e-05,0.038154,0.300716,1e-05,0.011542,0.649508,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"3",1e-05,0.014453,0.326183,1e-05,0.010381,0.648904,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"4",1e-05,1e-05,0.907078,1e-05,1e-05,0.092822,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"5",1e-05,0.20242,1e-05,1e-05,0.541489,0.200868,1e-05,0.038325,1e-05,1e-05,0.011154,0.005684
"6",1e-05,0.044645,0.758538,0.083249,1e-05,0.113452,1e-05,1e-05,1e-05,1e-05,1e-05,4.6e-05
"7",1e-05,0.043185,0.829426,1e-05,1e-05,0.1273,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"8",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05
"9",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05
"10",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05
"11",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05
"12",1e-05,1e-05,0.05143,1e-05,1e-05,1e-05,1e-05,1e-05,0.94847,1e-05,1e-05,1e-05
"13",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989
"14",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989
"15",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989
"16",1e-05,1e-05,1e-05,1e-05,1e-05,1.9e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.999881
"17",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1.8e-05,1e-05,0.999882
"18",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989
"19",1e-05,1e-05,1e-05,1e-05,1.5e-05,1e-05,1e-05,1e-05,1e-05,1.8e-05,1e-05,0.999877
"20",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989
"21",1e-05,1e-05,0.037541,1e-05,0.101638,0.662594,1e-05,1e-05,1e-05,0.112395,0.03839,0.047382
"22",1e-05,1e-05,0.347899,1e-05,0.121232,0.502594,1e-05,1e-05,1e-05,0.013388,1e-05,0.014817
"23",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1.8e-05,1e-05,1e-05,1e-05,0.999882
"24",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989
"25",1e-05,1e-05,1e-05,1e-05,1.5e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.999885
"26",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.999889
"27",1e-05,1e-05,1e-05,1e-05,1.7e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.999883
"28",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989
"29",0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"30",0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"31",0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"32",0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"33",0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"34",1e-05,1e-05,0.308651,0.051717,0.232853,0.173359,1e-05,1e-05,0.008022,0.157104,1e-05,0.068246
"35",1e-05,1e-05,1e-05,1e-05,1.1e-05,1e-05,1e-05,1e-05,1e-05,1.8e-05,1e-05,0.999881
"36",1e-05,1e-05,1e-05,1e-05,1.1e-05,1e-05,1e-05,1e-05,1e-05,1.8e-05,1e-05,0.999881
"37",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989
"38",1e-05,1e-05,1e-05,1e-05,1e-05,1.3e-05,1.7e-05,1.2e-05,1e-05,1e-05,1e-05,0.999878
"39",1e-05,1e-05,1e-05,1e-05,1e-05,0.36001,1e-05,1e-05,1e-05,1e-05,1e-05,0.63989
"40",1e-05,1e-05,0.906353,1e-05,0.024799,1e-05,1e-05,1e-05,0.068758,1e-05,1e-05,1e-05
"41",1e-05,1e-05,1e-05,1e-05,1e-05,0.751498,1e-05,1e-05,1e-05,1e-05,1e-05,0.248402
"42",1e-05,1e-05,1e-05,1e-05,0.047068,0.051519,1e-05,0.05991,1e-05,0.839845,0.001588,1e-05
"43",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.021709,1e-05,0.978191,1e-05,1e-05
"44",1e-05,1e-05,0.032677,1e-05,0.057144,0.01476,1e-05,1e-05,1e-05,0.84587,0.036164,0.013325
"45",1e-05,1e-05,1e-05,1e-05,0.027957,1e-05,1e-05,0.093508,1e-05,0.804399,0.034448,0.039619
"46",1e-05,1e-05,1e-05,1e-05,0.041095,0.006754,1e-05,1e-05,1e-05,0.906189,0.032716,0.013176
"47",1e-05,1e-05,1e-05,1e-05,0.010597,0.007976,1e-05,1e-05,1e-05,0.948772,0.001831,0.030753
"48",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.47622,1e-05,0.52368,1e-05,1e-05
"49",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05
"50",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.005205,0.994695,1e-05,1e-05
"51",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.994692,0.005208,1e-05
"52",1e-05,1e-05,1e-05,1e-05,0.264275,0.029293,1e-05,0.12545,1e-05,0.464992,0.092602,0.023328
"53",1e-05,1e-05,0.020232,1e-05,0.294615,1e-05,1e-05,0.120809,1e-05,0.445359,0.09936,0.019564
"54",1e-05,1e-05,1e-05,1e-05,0.633235,1e-05,1e-05,1e-05,0.038002,1e-05,0.328674,1e-05
"55",1e-05,1e-05,1e-05,1e-05,0.622631,1e-05,1e-05,1e-05,0.101599,1e-05,0.27568,1e-05
"56",1e-05,1e-05,1e-05,1e-05,0.641469,0.024223,1e-05,1e-05,0.037761,0.085323,0.196344,0.014821
"57",1e-05,1e-05,1e-05,1e-05,0.723007,1e-05,1e-05,1e-05,0.064682,1e-05,0.186127,0.026104
"58",0.046669,1e-05,1e-05,1e-05,0.014202,1e-05,1e-05,1e-05,1e-05,1e-05,0.939039,1e-05
"59",1e-05,1e-05,1e-05,1e-05,1.2e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.999888
"60",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989
"61",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1.1e-05,1e-05,0.999889
"62",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1.8e-05,1e-05,0.999882
"63",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989
"64",1e-05,1e-05,1e-05,1e-05,1.1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.999889
"65",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989
"66",1e-05,1e-05,1e-05,1e-05,1e-05,1.9e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.999881
"67",1e-05,1e-05,1e-05,1e-05,1e-05,1.6e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.999884
"68",1e-05,1e-05,1e-05,1e-05,1e-05,1.6e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.999884
"69",1e-05,1e-05,1e-05,1e-05,1.5e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.999885
"70",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989
"71",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1.1e-05,1e-05,1e-05,1.2e-05,1e-05,0.999887
"72",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989
"73",1e-05,1e-05,1e-05,1e-05,0.026462,0.279143,1e-05,1e-05,0.163403,1e-05,1e-05,0.530912
"74",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1.8e-05,1e-05,0.999882
"75",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989
"76",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1.4e-05,1e-05,1e-05,1e-05,0.999886
"77",1e-05,1e-05,0.013869,1e-05,1e-05,0.000488,1e-05,1e-05,0.063258,1e-05,1e-05,0.922304
"78",1e-05,1e-05,1e-05,1e-05,1e-05,0.220092,1e-05,0.027198,0.025906,1e-05,1e-05,0.726724
"79",1e-05,0.015885,0.225745,1e-05,0.011089,0.077946,1e-05,1e-05,1e-05,1e-05,0.003628,0.665646
"80",0.935945,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.063955,1e-05,1e-05,1e-05
"81",0.083355,1e-05,1e-05,1e-05,1e-05,0.049755,1e-05,1e-05,0.391027,1e-05,0.013308,0.462485
"82",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989
"83",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989
"84",0.048435,0.02087,0.043157,1e-05,1e-05,0.077101,1e-05,1e-05,0.327301,0.035509,1e-05,0.447577
"85",0.121796,0.034218,0.211295,0.028168,1e-05,0.118806,1e-05,0.003358,0.34991,0.129097,1e-05,0.003322
"86",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1.2e-05,1e-05,0.999888
"87",1e-05,1e-05,1e-05,1e-05,1.3e-05,1e-05,1.6e-05,1e-05,1e-05,1e-05,1e-05,0.999881
"88",1e-05,1e-05,1e-05,1e-05,1.2e-05,1e-05,1e-05,1e-05,1e-05,1.1e-05,1e-05,0.999887
"89",1e-05,1e-05,1e-05,1e-05,0.02427,0.226007,1e-05,1e-05,1e-05,1e-05,1e-05,0.749633
"90",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989
"91",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989
"92",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989
"93",1e-05,1e-05,1e-05,1e-05,1.5e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.999885
"94",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989
"95",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989
"96",1e-05,1e-05,1e-05,1e-05,1e-05,1.9e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.999881
"97",0.007514,1e-05,0.514996,1e-05,0.006464,0.220845,1e-05,0.076623,0.018634,0.040445,1e-05,0.114439
"98",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989
"99",0.23116,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.729113,1e-05,0.016787,0.02286
"100",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989
"101",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989
"102",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1.6e-05,1e-05,1e-05,0.999884
"103",1e-05,1e-05,0.148453,1e-05,1e-05,0.515274,1e-05,1e-05,1e-05,1e-05,1e-05,0.336183
"104",1e-05,1e-05,0.076425,1e-05,1e-05,0.373722,1e-05,1e-05,1e-05,1e-05,1e-05,0.549763
"105",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989
"106",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989
"107",1e-05,1e-05,0.437619,1e-05,1e-05,0.544573,1e-05,0.002929,1e-05,1e-05,1e-05,0.014799
"108",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989
"109",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1.4e-05,1e-05,0.999886
"110",1e-05,0.114789,0.069985,1e-05,0.087765,0.679827,1e-05,1e-05,1e-05,1e-05,0.020335,0.027239
"111",0.024644,0.036361,0.211175,1e-05,0.020719,0.453556,1e-05,1e-05,1e-05,0.20724,1e-05,0.046256
"112",1e-05,0.017753,0.137545,1e-05,0.044831,0.799791,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"113",1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"114",1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"115",1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"116",1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"117",1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"118",0.03052,0.050144,0.148196,1e-05,0.051241,0.550727,1e-05,0.031566,1e-05,0.094969,0.023648,0.018959
"119",1e-05,1e-05,1e-05,1.4e-05,1e-05,0.999886,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"120",0.053052,1e-05,0.532097,1e-05,1e-05,1e-05,1e-05,1e-05,0.368339,0.046432,1e-05,1e-05
"121",1e-05,0.136431,0.229779,1e-05,0.06399,0.356429,1e-05,1e-05,1e-05,0.126292,0.021489,0.065541
"122",1e-05,0.081577,0.447765,1e-05,0.166206,0.255435,1e-05,0.048947,1e-05,1e-05,1e-05,1e-05
"123",1e-05,0.046246,0.56172,1e-05,0.087343,0.212442,1e-05,1e-05,1e-05,0.080882,1e-05,0.011308
"124",1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"125",1e-05,1e-05,1e-05,0.000452,1e-05,0.999448,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"126",1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"127",1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"128",1e-05,1e-05,1e-05,1e-05,1e-05,0.835876,1e-05,1e-05,1e-05,0.126267,0.013672,0.024104
"129",0.002111,1e-05,0.31254,1e-05,0.08193,0.446777,1e-05,0.044286,1e-05,0.094088,1e-05,0.018219
"130",1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"131",1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"132",0.043032,1e-05,0.540241,1e-05,1e-05,1e-05,1e-05,1e-05,0.416638,1e-05,1e-05,1e-05
"133",1e-05,1.9e-05,1e-05,1e-05,1e-05,0.999881,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"134",1e-05,1e-05,0.18763,1e-05,0.067366,0.74491,1e-05,1e-05,1.4e-05,1e-05,1e-05,1e-05
"135",1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"136",1e-05,1e-05,1e-05,0.000451,1e-05,0.999449,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"137",1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"138",1e-05,1e-05,0.06456,1e-05,0.805568,0.115876,1e-05,1e-05,1e-05,1e-05,1e-05,0.013917
"139",1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"140",1e-05,0.040527,0.209888,0.037082,0.270999,0.239076,1e-05,1e-05,1e-05,0.180005,1e-05,0.022372
"141",1e-05,1e-05,0.645964,1e-05,0.186193,0.038112,1e-05,1e-05,1e-05,0.068744,1e-05,0.060916
"142",1e-05,1e-05,0.33415,1e-05,0.099328,1e-05,1e-05,1e-05,0.067332,0.49911,1e-05,1e-05
"143",1e-05,1e-05,0.340687,1e-05,0.229243,0.274898,1e-05,1e-05,1e-05,0.154102,1e-05,0.001
"144",1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"145",1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"146",1e-05,0.021403,0.453347,1e-05,0.053961,0.455335,1e-05,1e-05,1e-05,0.015884,1e-05,1e-05
"147",1e-05,0.108476,0.10785,1e-05,0.555264,0.096162,0.011946,1e-05,1e-05,1e-05,0.120242,1e-05
"148",1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"149",1e-05,1e-05,0.927574,1e-05,0.058141,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.014195
"150",1e-05,1e-05,0.615132,1e-05,0.047955,0.28321,1e-05,1e-05,1e-05,1e-05,1e-05,0.053624
"151",1e-05,1e-05,1e-05,1e-05,0.73887,0.08979,1e-05,0.029116,1e-05,1e-05,0.132086,0.010068
"152",1e-05,1e-05,0.050206,1e-05,0.024049,1e-05,1e-05,0.053681,0.176718,0.689521,0.005764,1e-05
"153",0.028404,1e-05,1e-05,1e-05,0.049168,1e-05,1e-05,0.075968,1e-05,0.796292,0.04884,0.001269
"154",1e-05,1e-05,1e-05,1e-05,0.127413,1e-05,1e-05,0.172947,1e-05,0.651496,0.033476,0.014598
"155",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.73934,1e-05,0.26056,1e-05,1e-05
"156",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05
"157",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05
"158",1e-05,1e-05,1e-05,1e-05,0.424566,1e-05,1e-05,0.007774,1e-05,1e-05,0.56757,1e-05
"159",1e-05,1e-05,1e-05,1e-05,0.048667,1e-05,1e-05,1e-05,1e-05,0.932385,0.018858,1e-05
"160",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.062368,0.937532,1e-05,1e-05
"161",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05
"162",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05
"163",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05
"164",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05
"165",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05
"166",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05
"167",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05
"168",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05
"169",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05
"170",1.3e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.999887,1e-05
"171",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05
"172",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05
"173",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05
"174",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05
"175",0.027423,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.972477,1e-05
"176",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05
"177",1e-05,1e-05,0.017628,1e-05,0.016152,0.080392,1e-05,0.016527,1e-05,0.869231,1e-05,1e-05
"178",1e-05,1e-05,0.022533,1e-05,1e-05,0.008307,1e-05,1e-05,0.020783,0.948297,1e-05,1e-05
"179",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05
"180",1e-05,1e-05,1e-05,1e-05,1e-05,0.056589,1e-05,1e-05,1e-05,0.943311,1e-05,1e-05
"181",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1.1e-05,0.847069,1e-05,0.152829,1e-05,1e-05
"182",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05
"183",1e-05,1e-05,1e-05,1e-05,0.501707,1e-05,1e-05,1e-05,1e-05,1e-05,0.498193,1e-05
"184",1e-05,1e-05,1e-05,1e-05,0.476265,1e-05,1e-05,1e-05,1e-05,1e-05,0.523635,1e-05
"185",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.14699,1e-05,0.847084,1e-05,0.005836
"186",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.32503,0.05358,0.6213,1e-05,1e-05
"187",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1.2e-05,1e-05,0.999752,1e-05,0.000145
"188",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.087181,1e-05,0.912719,1e-05,1e-05
"189",0.002549,1e-05,0.133472,1e-05,1e-05,1e-05,1e-05,1e-05,0.243398,0.620501,1e-05,1e-05
"190",1e-05,1e-05,1e-05,1e-05,0.051962,1e-05,1e-05,0.845896,1e-05,0.102052,1e-05,1e-05
"191",0.073795,1e-05,0.219647,1e-05,0.000498,1e-05,1e-05,1e-05,0.074717,0.605728,1e-05,0.025555
"192",1e-05,1e-05,0.260562,1e-05,0.020784,1e-05,1e-05,1e-05,0.438508,0.266688,1e-05,0.013389
