"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"193",1e-05,1e-05,1e-05,1e-05,0.20888,1e-05,1e-05,1e-05,1e-05,1e-05,0.79102,1e-05
"194",1e-05,1e-05,1e-05,1e-05,0.166646,1e-05,1e-05,0.023661,1e-05,1e-05,0.809603,1e-05
"195",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05
"196",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05
"197",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05
"198",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05
"199",0.022315,0.041236,0.012391,1e-05,0.006016,0.066681,1e-05,1e-05,0.014432,0.828923,1e-05,0.007966
"200",1e-05,0.00838,0.016851,1e-05,0.501216,1e-05,1e-05,1e-05,0.009004,0.458465,1e-05,0.006024
"201",1e-05,1e-05,0.001991,1e-05,1e-05,0.057488,1e-05,1e-05,0.049905,0.890535,1e-05,1e-05
"202",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05
"203",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05
"204",1e-05,1e-05,0.031109,0.046965,0.408641,0.04609,1e-05,0.034158,1e-05,0.203273,0.21271,0.017014
"205",1e-05,1e-05,0.007524,1e-05,0.102347,1e-05,1e-05,1e-05,1e-05,0.834502,0.02385,0.031708
"206",1e-05,0.001677,0.114192,1e-05,0.089326,1e-05,1e-05,1e-05,1e-05,0.784294,0.010441,1e-05
"207",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.005531,0.049359,0.94502,1e-05,1e-05
"208",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05
"209",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05
"210",1e-05,1e-05,0.016542,1e-05,0.12654,0.039815,1e-05,1e-05,0.032855,0.784178,1e-05,1e-05
"211",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05
"212",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05
"213",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05
"214",1e-05,1e-05,0.03571,1e-05,0.03882,0.020499,1e-05,0.036137,1e-05,0.813114,0.021343,0.034328
"215",1e-05,1e-05,0.09624,1e-05,0.082832,0.030821,1e-05,1e-05,1e-05,0.771631,0.004501,0.013916
"216",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05
"217",1e-05,1e-05,1e-05,1e-05,1e-05,0.051185,1e-05,1e-05,1e-05,0.948715,1e-05,1e-05
"218",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05
"219",1e-05,1e-05,1e-05,1e-05,0.001511,1e-05,1e-05,0.811835,1e-05,0.186562,1.2e-05,1e-05
"220",1e-05,1e-05,0.06717,1e-05,1e-05,1e-05,1e-05,1e-05,0.033518,0.8652,0.034033,1e-05
"221",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05
"222",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05
"223",1e-05,0.110422,0.181034,1e-05,0.077242,0.572222,1e-05,1e-05,1e-05,0.044981,0.01214,0.001908
"224",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.985081,1e-05,0.014819
"225",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05
"226",1e-05,1e-05,0.030216,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.937921,1e-05,0.031773
"227",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05
"228",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05
"229",1e-05,1e-05,0.028615,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.971285,1e-05,1e-05
"230",1.5e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.999885,1e-05,1e-05,1e-05,1e-05
"231",1e-05,1e-05,1e-05,1e-05,0.031536,0.014489,1e-05,1e-05,1e-05,0.953884,1e-05,1e-05
"232",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.784102,1e-05,0.215798,1e-05,1e-05
"233",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05
"234",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1.1e-05,1e-05,0.999889,1e-05,1e-05
"235",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.779654,1e-05,0.220246,1e-05,1e-05
"236",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05
"237",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05
"238",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.521713,1e-05,0.478187,1e-05,1e-05
"239",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.38604,1e-05,0.589797,0.024074,1e-05
"240",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.519338,1e-05,0.480562,1e-05,1e-05
"241",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.049313,1e-05,0.950587,1e-05,1e-05
"242",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05
"243",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.547743,1e-05,0.452157,1e-05,1e-05
"244",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.427573,1e-05,0.554309,0.018028,1e-05
"245",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.722963,1e-05,0.276937,1e-05,1e-05
"246",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05
"247",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.78647,1e-05,0.21343,1e-05,1e-05
"248",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.880158,1e-05,0.119742,1e-05,1e-05
"249",1e-05,1e-05,1e-05,1e-05,0.047145,1e-05,1e-05,0.389896,1e-05,0.562869,1e-05,1e-05
"250",1e-05,1e-05,1e-05,1e-05,0.023934,1e-05,1e-05,0.743831,1e-05,0.225447,1e-05,0.006707
"251",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.75699,1e-05,0.24291,1e-05,1e-05
"252",1e-05,0.054954,0.088107,0.019368,0.095826,0.070901,1e-05,0.022245,1e-05,0.608972,0.022377,0.01722
"253",1e-05,1e-05,1e-05,1e-05,0.504956,1e-05,1e-05,1e-05,1e-05,1e-05,0.494944,1e-05
"254",1e-05,1e-05,1e-05,1e-05,0.493989,1e-05,1e-05,1e-05,1e-05,1e-05,0.505911,1e-05
"255",1e-05,1e-05,1e-05,1e-05,0.485386,1e-05,1e-05,1e-05,1e-05,1e-05,0.514514,1e-05
"256",1e-05,1e-05,1e-05,1e-05,0.503523,1e-05,1e-05,1e-05,1e-05,1e-05,0.496377,1e-05
"257",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05
"258",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05
"259",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05
"260",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05
"261",0.022008,1e-05,1e-05,1e-05,0.258401,1e-05,1e-05,1e-05,1e-05,1e-05,0.719501,1e-05
"262",0.019385,1e-05,0.945111,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.035412,1.1e-05,1e-05
"263",1e-05,1e-05,1e-05,1e-05,0.375865,1e-05,1e-05,1e-05,1e-05,1e-05,0.624035,1e-05
"264",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.223902,0.775998,1e-05,1e-05
"265",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.00947,0.0642,0.902866,1e-05,0.023383
"266",1e-05,1e-05,0.020404,1e-05,1e-05,1e-05,1e-05,1e-05,0.019915,0.959591,1e-05,1e-05
"267",1e-05,1e-05,0.005039,1e-05,1e-05,1e-05,1e-05,1e-05,0.047076,0.900493,1e-05,0.047311
"268",1e-05,1e-05,0.014129,1e-05,1e-05,1e-05,1e-05,1e-05,0.075782,0.909173,1e-05,0.000835
"269",1e-05,1e-05,1e-05,1e-05,0.004483,1e-05,1e-05,1e-05,1e-05,0.921086,0.02458,0.049771
"270",1e-05,1e-05,1e-05,1e-05,0.01084,1e-05,1e-05,1e-05,0.112147,0.869011,0.007922,1e-05
"271",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.164039,0.835861,1e-05,1e-05
"272",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.980971,0.015972,0.002967
"273",1e-05,1e-05,1e-05,1e-05,0.02465,1e-05,1e-05,1e-05,0.048248,0.906504,0.001056,0.019471
"274",0.01662,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.98328,1e-05,1e-05
"275",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05
"276",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05
"277",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05
"278",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1.5e-05,1e-05,1e-05,0.999885,1e-05
"279",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05
"280",0.129163,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.870737,1e-05
"281",1e-05,1e-05,1e-05,1e-05,0.443162,1e-05,1e-05,1e-05,1e-05,1e-05,0.556738,1e-05
"282",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05
"283",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05
"284",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05
"285",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05
"286",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05
"287",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05
"288",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05
"289",1e-05,1e-05,0.022324,1e-05,1e-05,0.036047,1e-05,0.044038,1e-05,0.848484,1e-05,0.049037
"290",1e-05,1e-05,0.211651,1e-05,1e-05,1e-05,1e-05,1e-05,0.684157,0.096637,0.007475,1e-05
"291",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05
"292",1.5e-05,1e-05,1e-05,1e-05,0.999879,1e-05,1.3e-05,1e-05,1.3e-05,1e-05,1e-05,1e-05
"293",1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"294",1e-05,1e-05,1e-05,1e-05,0.456651,0.079963,1e-05,1e-05,1e-05,0.461124,1e-05,0.002183
"295",1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"296",1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"297",1e-05,1e-05,1e-05,1e-05,0.143586,0.014825,1e-05,0.030178,1e-05,0.792844,0.01341,0.005096
"298",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05
"299",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05
"300",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05
"301",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.017774,0.098104,0.852434,0.031609,1e-05
"302",1e-05,1e-05,1e-05,1e-05,1e-05,0.031763,1e-05,1e-05,0.968137,1e-05,1e-05,1e-05
"303",0.102297,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.77562,0.121993,1e-05,1e-05
"304",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05
"305",1e-05,0.122367,0.666986,0.108791,1e-05,0.101776,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"306",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989
"307",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989
"308",1e-05,1e-05,0.281813,1e-05,0.116,0.324859,1e-05,1e-05,0.003799,1e-05,1e-05,0.27346
"309",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1.6e-05,1e-05,1e-05,1e-05,0.999884
"310",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.000698,1e-05,1e-05,0.999202
"311",1e-05,1e-05,1e-05,1e-05,1.2e-05,1e-05,1e-05,1.5e-05,1e-05,1e-05,1e-05,0.999882
"312",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1.6e-05,1e-05,1e-05,1e-05,0.999884
"313",1e-05,1e-05,1e-05,1e-05,1.5e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.999885
"314",0.58297,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.230907,0.186033,1e-05,1e-05
"315",1e-05,0.18017,0.532424,0.017791,1e-05,0.246008,1e-05,0.016289,1e-05,1e-05,0.007258,1e-05
"316",1e-05,1e-05,0.462888,1e-05,0.199446,0.305306,1e-05,1e-05,1e-05,1e-05,1e-05,0.032281
"317",1e-05,1e-05,1e-05,1e-05,0.385704,1e-05,1e-05,1e-05,1e-05,1e-05,0.614196,1e-05
"318",1e-05,1e-05,1e-05,1e-05,0.38098,1e-05,1e-05,1e-05,1e-05,1e-05,0.61892,1e-05
"319",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05
"320",1e-05,0.082561,0.325725,0.178991,1e-05,0.277604,1e-05,0.030174,0.089991,0.014905,1e-05,1e-05
"321",1e-05,1e-05,0.353823,1e-05,1e-05,0.322577,1e-05,1e-05,1e-05,0.260054,0.018135,0.045341
"322",1e-05,1e-05,1e-05,1e-05,1e-05,0.975062,1e-05,1e-05,1e-05,1e-05,1e-05,0.024838
"323",1e-05,1e-05,0.999889,1e-05,1e-05,1e-05,1e-05,1e-05,1.1e-05,1e-05,1e-05,1e-05
"324",0.029058,0.119546,0.047184,0.036284,0.140977,0.005754,0.555616,0.063813,1e-05,1.2e-05,0.001736,1e-05
"325",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05
"326",1e-05,1e-05,0.906677,1e-05,0.014951,0.064881,1e-05,1e-05,1e-05,1e-05,1e-05,0.013411
"327",0.06805,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.93185,1e-05
"328",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05
"329",1e-05,1e-05,0.064321,0.013243,1e-05,0.038895,1e-05,0.067158,0.804346,1e-05,1e-05,0.011978
"330",1e-05,1e-05,0.27887,1e-05,0.585995,0.091881,1e-05,1e-05,1e-05,0.009962,0.001908,0.031323
"331",1e-05,1e-05,0.967181,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.032719
"332",1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"333",1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"334",1e-05,0.008017,0.03502,1e-05,1e-05,0.895687,1e-05,0.048915,1e-05,1e-05,1e-05,0.012291
"335",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989
"336",0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"337",0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"338",0.116685,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.545513,0.337712,1e-05,1e-05
"339",1e-05,0.745135,0.177091,0.050672,1e-05,0.027022,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"340",0.584326,1.5e-05,0.094166,1e-05,1e-05,1e-05,1e-05,1e-05,0.321413,1e-05,1e-05,1e-05
"341",1e-05,1e-05,0.842709,1e-05,0.014706,1e-05,1e-05,1e-05,0.067598,0.074907,1e-05,1e-05
"342",1e-05,1e-05,1e-05,1e-05,1e-05,0.973994,1e-05,1e-05,1e-05,1e-05,1e-05,0.025906
"343",1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"344",1e-05,1e-05,0.437663,1e-05,0.24792,0.190667,1e-05,1e-05,0.001589,0.070108,1e-05,0.051993
"345",1e-05,1e-05,0.027041,1e-05,1e-05,0.025287,1e-05,0.003458,0.944134,1e-05,1e-05,1e-05
"346",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.004251,0.995649,1e-05,1e-05,1e-05
"347",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05
"348",1e-05,0.11326,0.485405,1e-05,1e-05,0.341859,1e-05,1e-05,1e-05,0.042483,1e-05,0.016923
"349",1e-05,0.077323,0.246425,1e-05,0.120213,0.502439,1e-05,1e-05,1e-05,1e-05,1e-05,0.053529
"350",1e-05,0.081942,0.201513,1e-05,0.100856,0.600836,1e-05,1e-05,1e-05,1e-05,0.014783,1e-05
"351",1e-05,0.900403,0.060068,1e-05,1e-05,0.039439,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"352",0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"353",1e-05,1e-05,1e-05,1e-05,1e-05,0.996173,1e-05,1e-05,1e-05,1e-05,1e-05,0.003727
"354",1e-05,0.015838,0.362926,1e-05,0.118654,0.377982,1e-05,1e-05,1e-05,0.10629,1e-05,0.01825
"355",0.178765,1e-05,1e-05,1e-05,0.339757,1e-05,1e-05,1e-05,1e-05,1e-05,0.481388,1e-05
"356",0.193051,1e-05,1.2e-05,1e-05,0.301279,1e-05,1e-05,1e-05,1e-05,1e-05,0.505579,1e-05
"357",1e-05,0.851071,0.113661,0.035178,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"358",1e-05,0.83214,0.139833,1e-05,1e-05,0.027937,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"359",0.03187,1e-05,0.399691,1e-05,0.181331,0.061828,1e-05,1e-05,1e-05,0.287004,1e-05,0.038216
"360",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05
"361",1e-05,1e-05,1e-05,1e-05,1e-05,0.065078,1e-05,1e-05,0.934822,1e-05,1e-05,1e-05
"362",1e-05,1e-05,1e-05,0.049102,1e-05,0.04776,1e-05,1e-05,0.903048,1e-05,1e-05,1e-05
"363",1e-05,1e-05,0.832534,1e-05,1e-05,0.039919,1e-05,0.028933,0.085309,1e-05,1e-05,0.013235
"364",0.089235,1e-05,0.295737,1e-05,0.015232,1e-05,1e-05,1e-05,0.427238,0.163527,1e-05,0.008971
"365",1e-05,1e-05,0.742989,1e-05,0.112901,0.059208,1e-05,0.066383,1e-05,0.018448,1e-05,1e-05
"366",1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,1e-05,1e-05,1e-05
"367",1e-05,1e-05,1e-05,1e-05,1e-05,0.999884,1e-05,1e-05,1e-05,1e-05,1.6e-05,1e-05
"368",1e-05,1e-05,0.925139,1e-05,1e-05,1e-05,1e-05,1e-05,0.074761,1e-05,1e-05,1e-05
"369",1e-05,0.005701,1e-05,1e-05,0.054944,0.92966,1e-05,1e-05,0.001774,1e-05,1e-05,0.007851
"370",1e-05,1e-05,0.268134,1e-05,1e-05,1e-05,1e-05,0.032637,0.478505,0.220644,1e-05,1e-05
"371",1e-05,0.070932,0.839993,1e-05,0.016166,0.053993,1e-05,0.018845,1e-05,1e-05,1e-05,1e-05
"372",0.008198,0.095167,0.491931,1e-05,0.224599,0.178103,1e-05,1e-05,1e-05,1e-05,0.001942,1e-05
"373",0.019834,1e-05,0.758157,1e-05,1e-05,0.03893,1e-05,1e-05,0.022631,0.160378,1e-05,1e-05
"374",1e-05,1e-05,0.495822,1e-05,0.171256,0.153347,1e-05,0.01267,1e-05,0.142792,0.017149,0.006914
"375",1e-05,1e-05,0.861344,1e-05,1e-05,0.043649,1e-05,1e-05,0.094916,1e-05,1e-05,1e-05
"376",1e-05,0.056858,0.696475,1e-05,0.097609,0.08895,1e-05,1e-05,1e-05,0.025407,0.012536,0.022116
"377",1e-05,1e-05,0.175378,1e-05,1e-05,1e-05,1e-05,1e-05,0.494327,0.330205,1e-05,1e-05
"378",1e-05,1e-05,0.878284,1e-05,1e-05,0.032152,1e-05,1e-05,1e-05,0.068044,1e-05,0.021439
"379",1e-05,1e-05,0.22342,0.058845,1.4e-05,0.026231,1e-05,1e-05,0.69142,1e-05,1e-05,1e-05
"380",1e-05,1e-05,0.442557,1e-05,1e-05,0.557343,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
"381",1e-05,1e-05,0.515705,1e-05,0.073868,0.099554,1e-05,1e-05,0.049092,0.261712,1e-05,1e-05
"382",1e-05,1e-05,0.979721,1e-05,1e-05,0.020179,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
